Vendor,Product_Type,Product_Slug,Shopify_Variant_ID,Mount_Comparison_Image_URL,Mount_Inside_Image_URL,Mount_Outside_Image_URL,Lift_Family_Image_URL,Accessory_Family_Image_URL
Vendor_SBM,Roller Shade,roller,5.27722E+13,https://media.swipepages.com/2026/7/647a08c83e0a2d001096bc49/inside-outside-mount-la7hd3.png,https://media.swipepages.com/2026/7/647a08c83e0a2d001096bc49/inside-mount-yapo29.png,https://media.swipepages.com/2026/7/647a08c83e0a2d001096bc49/outside-mount-kutzok.png,https://cdn.shopify.com/s/files/1/0799/1456/5913/files/family-lift-system.png?v=1784857323,https://cdn.shopify.com/s/files/1/0799/1456/5913/files/family_accessories_-_rollers.png?v=1789780643
Vendor_SBM,Solar Shade,solar,5.29753E+13,https://media.swipepages.com/2026/7/647a08c83e0a2d001096bc49/inside-outside-mount-la7hd3.png,https://media.swipepages.com/2026/7/647a08c83e0a2d001096bc49/inside-mount-yapo29.png,https://media.swipepages.com/2026/7/647a08c83e0a2d001096bc49/outside-mount-kutzok.png,https://cdn.shopify.com/s/files/1/0799/1456/5913/files/family-lift-system.png?v=1784857323,https://cdn.shopify.com/s/files/1/0799/1456/5913/files/family_accessories_-_rollers.png?v=1789780643
Vendor_SBM,Zebra Blind,zebra,5.30134E+13,https://media.swipepages.com/2026/8/647a08c83e0a2d001096bc49/mount-type-zebra-both.png,https://media.swipepages.com/2026/8/647a08c83e0a2d001096bc49/inside-mount---zebra.png,https://media.swipepages.com/2026/8/647a08c83e0a2d001096bc49/outside-mount---zebra.png,https://cdn.shopify.com/s/files/1/0799/1456/5913/files/family-lift-zebras.png?v=1787583148,https://cdn.shopify.com/s/files/1/0799/1456/5913/files/accessories-zebra-family_fd375c15-a118-48bb-a37d-196501a4b7ea.png?v=1789780674
Vendor_SBM,Sheer Shade,sheer,5.32163E+13,https://cdn.shopify.com/s/files/1/0799/1456/5913/files/mount_comparison_sheer_shade.png?v=1789780438,https://cdn.shopify.com/s/files/1/0799/1456/5913/files/inside-mount_sheer_shade.png?v=1789780445,https://cdn.shopify.com/s/files/1/0799/1456/5913/files/outside_mount_-_sheer.png?v=1789780587,https://cdn.shopify.com/s/files/1/0799/1456/5913/files/sheershade_-_family_lift_systems_cd2d2bc6-1ff2-4e42-96a1-bb08938c66aa.png?v=1789780530,https://cdn.shopify.com/s/files/1/0799/1456/5913/files/accessory-sheershades-family_21fbe8cf-dc1c-457c-ba80-1b375a8775b0.png?v=1789780680
